,구,동,계,비율,장애인취업자,대상자_수,수급자_수
392,종로구,평창동,513.0,0.08652386574,44.0,98.0,82.0
393,종로구,무악동,322.0,0.05430932704,28.0,62.0,51.0
394,종로구,종로5.6가동,261.0,0.04402091415,23.0,50.0,42.0
395,중구,소공동,36.0,0.006389776358,4.0,7.0,4.0
396,중구,명동,125.0,0.02218672346,14.0,23.0,14.0
397,중구,필동,180.0,0.03194888179,20.0,33.0,20.0
398,중구,회현동,300.0,0.05324813632,34.0,55.0,34.0
399,중구,광희동,246.0,0.04366347178,28.0,45.0,28.0
400,중구,장충동,196.0,0.03478878239,22.0,36.0,22.0
401,중구,을지로동,89.0,0.01579694711,10.0,16.0,10.0
402,중구,청구동,629.0,0.1116435925,71.0,115.0,71.0
403,중구,중림동,517.0,0.09176428825,59.0,95.0,58.0
404,중구,신당동,400.0,0.07099751509,45.0,73.0,45.0
405,중구,다산동,657.0,0.1166134185,74.0,120.0,74.0
406,중구,약수동,851.0,0.1510472133,96.0,156.0,96.0
407,중구,동화동,428.0,0.07596734114,48.0,78.0,48.0
408,중구,황학동,498.0,0.08839190628,56.0,91.0,56.0
409,중구,신당5동,482.0,0.08555200568,55.0,88.0,54.0
410,중랑구,면목본동,1686.0,0.08282163384,10.0,331.0,240.0
411,중랑구,신내2동,1486.0,0.07299700349,9.0,292.0,211.0
412,중랑구,신내1동,1912.0,0.09392346613,12.0,376.0,272.0
413,중랑구,망우3동,957.0,0.04701085622,6.0,188.0,136.0
414,중랑구,면목3.8동,1284.0,0.06307412684,8.0,252.0,183.0
415,중랑구,묵1동,1478.0,0.07260401827,9.0,290.0,210.0
416,중랑구,중화2동,1496.0,0.07348823501,9.0,294.0,213.0
417,중랑구,면목7동,1041.0,0.05113720096,6.0,205.0,148.0
418,중랑구,상봉1동,1396.0,0.06857591983,9.0,274.0,199.0
419,중랑구,면목5동,633.0,0.03109495505,4.0,124.0,90.0
420,중랑구,면목4동,1261.0,0.06194429435,8.0,248.0,179.0
421,중랑구,면목2동,1239.0,0.06086358501,8.0,244.0,176.0
422,중랑구,망우본동,1777.0,0.08729184064,11.0,349.0,253.0
423,중랑구,중화1동,941.0,0.04622488579,6.0,185.0,134.0
424,중랑구,상봉2동,842.0,0.04136169377,5.0,165.0,120.0
425,중랑구,묵2동,928.0,0.04558628482,6.0,182.0,132.0
